Product,Price,Old Price,URL,Platform
"DELL Optiplex 3020 MT Intel® Core™ i5- 4th Gen - RAM 8Go , SSD 256Go (Remis à Neuf)",799.0,1799.0,https://www.jumia.ma/dell-optiplex-3020-mt-intelr-coretm-i5-4th-gen-ram-8go-ssd-256go-remis-a-neuf-64402235.html,Jumia
Gigabyte PC GAMER EVGA I7-4790K / 16GB DDR4 / 240GB SSD + 1To HDD / GeForce 770 4GB (Remis à Neuf ),3999.0,6659.0,https://www.jumia.ma/gigabyte-pc-gamer-evga-i7-4790k-16gb-ddr4-240gb-ssd-1to-hdd-geforce-770-4gb-remis-a-neuf-58199512.html,Jumia
Hp Pack PC Bureau Complet – Core i5 4éme - 8Go RAM - 128Go SSD - Écran 17” - Remis à Neuf,1099.0,1600.0,https://www.jumia.ma/hp-pack-pc-bureau-complet-core-i5-4eme-8go-ram-128go-ssd-ecran-17-remis-a-neuf-67155862.html,Jumia
Hp PC Portable ELITEBOOK X360 G2 I5-7éme -8GB- 256GB SSD - TACTILE -REMIS À NEUF/,3259.0,5999.0,https://www.jumia.ma/hp-pc-portable-elitebook-x360-g2-i5-7eme-8gb-256gb-ssd-tactile-remis-a-neuf-61470373.html,Jumia
Hp PC Portable ELITEBOOK 840 G7 -10810U- 10EME GENERATION -INTEL CORE I5-10éme -16GB- 512GB SSD- FHD - Remis à neuf,3839.0,5699.0,https://www.jumia.ma/hp-pc-portable-elitebook-840-g7-10810u-10eme-generation-intel-core-i5-10eme-16gb-512gb-ssd-fhd-remis-a-neuf-66115193.html,Jumia
Hp PC PORTABLE ELITEBOOK 840 G5 8ÉME GÉN-CORE I5-32Go-1000Go SSD-AZERTY-Remise à neuf,3675.0,6799.0,https://www.jumia.ma/hp-pc-portable-elitebook-840-g5-8eme-gen-core-i5-32go-1000go-ssd-azerty-remise-a-neuf-66965297.html,Jumia
"DELL PC portable Latitude 5491 i5 8ème, 16Go DDR4, 512Go SSD, 14"" QWERTY - Remis à neuf",2899.0,4100.0,https://www.jumia.ma/dell-pc-portable-latitude-5491-i5-8eme-16go-ddr4-512go-ssd-14-qwerty-remis-a-neuf-64229361.html,Jumia
DELL UNITE CENTRALE HP 6300 Pro-CORE INTEL i3- RAM 8Go -500Go HDD -Remis à neuf/,699.0,1299.0,https://www.jumia.ma/dell-unite-centrale-hp-6300-pro-core-intel-i3-ram-8go-500go-hdd-remis-a-neuf-66536632.html,Jumia
"Hp 15,6"" - fd0029nk - SSD 256 G + RAM 4 Go - Windows 11",3440.0,4841.0,https://www.jumia.ma/hp-156-fd0029nk-ssd-256-g-ram-4-go-windows-11-65132204.html,Jumia
"Hp PC Portable EliteBook 820 G3 Core i5 6Gén -13"" RAM 16Go 256 SSD -Remis a Neuf",4300.0,,https://www.jumia.ma/pc-portable-elitebook-820-g3-i5-6eme-generation-16go-ram-256go-ssd-remis-a-neuf-qwerty-hp-mpg1413109.html,Jumia
"Hp 14"" - Pavilion x360 2-in-1 - 14-ek1001nk (845L4EA) - SSD 512 Go - RAM 8 GB - Windows 11",9037.0,13285.0,https://www.jumia.ma/hp-14-pavilion-x360-2-in-1-14-ek1001nk-845l4ea-ssd-512-go-ram-8-gb-windows-11-65132266.html,Jumia
Hp EliteBook 840 G6 I5-8365U 8éme Gén RAM 16Go DDR4 256Gb SSD QWERTY - REMIS A NEUF,2800.0,2899.0,https://www.jumia.ma/hp-elitebook-840-g6-i5-8365u-8eme-gen-ram-16go-ddr4-256gb-ssd-qwerty-remis-a-neuf-67001755.html,Jumia
Hp Ordinateur portable HP 15-fd0029nk (886L4EA) Intel® N100+ Imprimante PIXMA TS3640 + Souris,3965.0,4489.0,https://www.jumia.ma/hp-ordinateur-portable-hp-15-fd0029nk-886l4ea-intelr-n100-imprimante-pixma-ts3640-souris-67185179.html,Jumia
Hp GAMER ProDesk 400G3 MT i7-6700/16Go RAM/256Go SSD+500Go HDD/GT730 -remis à neuf,2690.0,4990.0,https://www.jumia.ma/hp-gamer-prodesk-400g3-mt-i7-670016go-ram256go-ssd500go-hddgt730-remis-a-neuf-64729487.html,Jumia
DELL Pc i7 4éme 16 Go RAM- 256Go SSD - OPTIPLEX 9020sff -remis à neuf,1790.0,3990.0,https://www.jumia.ma/dell-pc-i7-4eme-16-go-ram-256go-ssd-optiplex-9020sff-remis-a-neuf-57083691.html,Jumia
"Hp 14"" - EliteBook 840 - 8Go Ram - 500 SSD - Windows - Silver",2199.0,5199.0,https://www.jumia.ma/hp-14-elitebook-840-8go-ram-500-ssd-windows-silver-42453865.html,Jumia
Apple MacBook Pro RETINA 15-2015-Core I5- RAM 8Go-DISK DUR 256GO SSD–QUERTY- REMIS A NEUF/,3359.0,4399.0,https://www.jumia.ma/apple-macbook-pro-retina-15-2015-core-i5-ram-8go-disk-dur-256go-ssdquerty-remis-a-neuf-66002421.html,Jumia
"Hp 13.3"" - ELITEBOOK X360 - 8Go Ram - 512 SSD - Windows - Silver",3359.0,6999.0,https://www.jumia.ma/hp-13.3-elitebook-x360-8go-ram-512-ssd-windows-silver-62060842.html,Jumia
DELL PC Portable ELITEBOOK 840 G7 -10810U -INTEL CORE I5-10éme -16GB- 256GB SSD- FHD - À NEUF/,3839.0,5699.0,https://www.jumia.ma/dell-pc-portable-elitebook-840-g7-10810u-intel-core-i5-10eme-16gb-256gb-ssd-fhd-a-neuf-66536606.html,Jumia
"Hp 14"" - ELITEBOOK 840 - 8Go Ram - 500 SSD - Windows - Silver",2199.0,5199.0,https://www.jumia.ma/ultraportable-elitebook-840-g3-6eme-generation-core-i5-remise-a-neuf-hp-mpg1413172.html,Jumia
Hp 14'' - EliteBook 840 - 16Go Ram - 256 SSD - Windows - Silver,2399.0,3699.0,https://www.jumia.ma/hp-14-elitebook-840-16go-ram-256-ssd-windows-silver-61402910.html,Jumia
Hp PC BUREAU PRODESK 600 G3 - Intel Core i5 6ÈME GÉNÉRATION - 8Go - 256 Go SSD - REMIS À NEUF,1499.0,2999.0,https://www.jumia.ma/hp-pc-bureau-prodesk-600-g3-intel-core-i5-6eme-generation-8go-256-go-ssd-remis-a-neuf-66005990.html,Jumia
